ID,comment,sentiment
1296,တစ်ရွာတည်းနေတစ်ကျောင်းတည်းတက်ကျူရှင်လဲတူအတန်းလဲတူအခန်းကွဲယုံကလွဲအတော်နီးစပ်နေ။ လဲဖြစ်တာတောင်သူစိမ်းတွေလိုဖြစ်ဝေးနေရတယ်😔 ဖြစ်တာတောင်ဖုံးကွယ်ထားရသေး၊😞😢,negative
1297,🙆🌷,positive
1299,ဆွဲချင်တယ်,neutral
1300,တွဲနေရင်း ၂နှစ်ပြည့်ခါနီးမှာ အဆင်မပြေတာတွေများလာပြီး သွေးအေးလာသလိုကြီးခံစားနေရ😌😌,negative
1301,အရင်လိုပြန်မဖြစ်တော့တဲ့ချစ်ရေး😊😊,negative
1305,ကိုယ်တေကြတော့လည်းစေတနာကိုဘယ်တော့မှနားမလည်ခြင်းကိုခံရတယ်😢😢😢,negative
1306,တကယ်ဆို နီးနီးလေးနဲ့ ဝေး,negative
1307,အင်း နီးနီးလေးနဲ့ကိုဝေးနေခဲ့တာ,negative
1308,အရမ်းချစ်ခဲ့ပေမယ့် မဖြစ်နိုင်တော့ပါဘူးကွာ,negative
1309,🦇,positive
1310,သီချင်းတွေကိုရှယ်ကြိုက်,positive
1311,ဝေးခဲ့ပီ,negative
1312,အကြိုက်ဆုံးသီချင်းပဲဗျာ😊သီျီင်းနားထောင်ရတိုင်းလဲသူမကိုလွမ်းမိပါတယ်😢😢😢,positive
1314,မှ န်တာပေါ့တယ်ကယ်ဖြစ်နောပြီသေပါပြီဗျာ😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,positive
1315,အချစ်ထက်အရေးကြီးတာတေရှိသေးတယ်💔,positive
1316,ဝေးးးအတူတူဆုံချိန်တိုင်းလည်းးးတို့နှစ်ယောက်ဝေးးး,negative
1317,ေ၀းတာမှ အိမ်နီးချင်းဒါမဲွေ၀းတုန်းပဲ 😢,negative
1318,😞😞😞,negative
1319,နှစ်ယောက်လုံးချစ်လျက်နဲ့ဝေး🥰,positive
1320,မင်းနဲ့ဘယ်ချိန်ထိဝေးရမှာလဲ😢,negative
1321,😭😭,negative
1322,သူကိုတောင်သတိရသွားတယ်😢,negative
1323,ဟာာာတိုက်ဆိုင်လိုက်တာဗျာ💔,negative
1324,ရွိဖူးလား,neutral
1325,😔😢😔🤕,negative
1326,😌😔🙃😟😢😌😥,negative
1327,နီးနေတာတောင်ဝေးနေသလိုပဲမသိသလိုနေနေရတယ်ဒီသီချင်းလေကသူကိုပိုပြီးသတိဏစေတယ်😢,negative
1328,ကောင်မလေးရေ လွမ်းတယ်,negative
1329,🤒,negative
1330,ဟုတ်တယ်,neutral
1331,နီးနီးလေးနဲ့ဝေး ဆိုတော့ဘယ် သဘော တူပါ့မလဲ 😭😭😭🥺🥺🥺💔💯,negative
1332,သီချင်လေးကကိုယ်အကြောင်ရေးထားတဲ့အတိုင်ဘဲအရမ်းတူနေတယ်😢😢😢,negative
1333,အသံကောင်းတယ် ဗျာ အဆိုတော်လုပ်ပါလား😂,positive
1334,ပျက်စိးသွားပြီဗျာလေထဲကအိမ်လေးက,negative
1335,နီးနီးလေးနဲ့ဝေး😔,negative
1336,အခုမနက်၂နာရီကျော် ထိုင်နားထောင်ရတဲ့ ကြီးက လွင့်,negative
1337,ငါကေတာ့သူ့ကိုသတိရသေးတယ်သူကတော့မေ့ပြီငါတို့ေဝးပါပြီေမ့မရတာငါအပြစ်လားဟာ😔😌,negative
1338,အေးပါကွာ မင်းကမှ ဝေးချင်နေမှတော့,negative
1339,မင်းလဲငိုတယ် ငါလဲငိုတာပဲ ဒါပေမဲ့ မင်းမှာကခေါင်းထိုးငိုစရာလူနဲ့ 🤭,negative
1340,ဖောက်ပြန်မိပီးမှပြန်လိုချင်တာ နီးပေမဲ့ဝေးနေပီ😢,negative
1341,နီးနီးလေးနဲ့ဝေးအောင်မင်းဘဲဖန်တီးထားတာမဟုတ်လား,negative
1342,တိုက္ဆိုင္မူ႔လားေတာ့မသိဘူးနားေထာင္ရင္းမ်က္ရည္ပါၾက့တယ္😭,negative
1343,နီနီလေးရှိပြီ မချစ်သလိုဟန်ဆောင်ရတာလွယ်နေတယ်မှတ်နေလာအချစ်ရယ်,negative
1344,ဝေးသွားတာကောင်းတယ်,positive
1345,အမှန်ပါ😂😂😂😂,positive
1347,သိပ်ချစ်ရတဲကောင်မလေးရေ ကိုယ်တို့တွေနီးလျကိနဲဝေးကြရပြီနော် ကျန်းမာရေးချူခြာလို့လေ အထူးဂရုစိုက်ပါနော် ဒီစာကိုတွေမြင်ပါစေဟာ,negative
1348,တကယ့်ကို နီးနီးလေးဘဲ နေ့တိုင်းတွေ့နေရပေမဲ့ စိတ်ချင်းဝေးနေတယ်,negative
1350,မနီးပေမယ့် နှစ်ယောက်လုံးက ချစ်တော့ချစ်ကြတယ် ဆက်ပြီး မတိုးတာတစ်ခုဘဲ😢,negative
1351,ရှာရင်း သီချင်းလားလို့,positive
1352,အရမ်းကြိုက်😁😁😁,positive
1353,😜,positive
1354,အ၇မ်းနားထောင်းလို့ကောင်း,positive
1355,ကျွန်တော်တို့အချစ်တေပတ်ဝန်းကျင်တေကြောင့်ဝေးခဲ့ရတယ်😢😢😢,negative
1356,ချစ်တယ်,positive
1357,မာနတေကြောင့်တို့တေဝေးခဲ့ရပီ,negative
1358,ငါနဲလဲသူတယ်,neutral
1359,မဖြစ်နိုင်တော့လေ,negative
1360,သတိရလိုက်တာ ဘဲကြီးရာ ချစ်တယ်ဆိုပြီး ထားသွားလေရဲ့,negative
1361,ကောင်မေလးရဲ့အိမ်ကရှေမာဒါပေမယွတွေ့မရဘူး,negative
1362,တိုက်ဆိုင်လိုက်တာ,positive
1363,နီးနီးလေးနဲ့ ဝေးနေတာ ပါ။ ဒုက္ခ ပါပဲ,negative
1364,တူတူနေတုန်းကနင်ငါ့ကိုတန်ဖိုးမထားခဲ့ဘူးလေး ဝေးတော့လည်းနင်ကနေနိုင်တယ် အားလုံးငါ့အမှားတေပယ😢😢,negative
1365,💖💖💖💖,positive
1366,အိမ်လည်းအတူပြန်ထမင်းလည်းအတူစားဆော့ရင်လည်းအတူဆော့လယ်ရင်လည်းအတူလယ်အိမ်လည်းနီးမိဘအချင်းချင်းကလည်းငယ်ပေါင်းသူငယ်ချင်းတွေဒါပေမဲ့လည်းသူကသူငယ်ချင်းလိုဘဲပေါင်းမယ်တဲ့🙂🙂🙂,negative
1367,ခံစားချက်တွေတူနေတယ်😢,negative
1368,ငါတို့နှစ်ယောက်လဲဒီလိုပါဘဲ,positive
1369,😍👍,positive
1370,သီးချင်းကငါဖြစ်နေတာနဲ့အတူပါဘဲသူဆိုတဲ့သီချင်းတိုးင်းကိုနားထောင်မိရင်ရင်ထဲမှာအရမ်းခံစားရတယ်😢,negative
1371,တိုက်ဆိုင်လွန်းလို့ 😭😭ဘာပြောမှန်မသိတော့ဘူး,negative
1372,😙,positive
1373,လီမို့ ရဲ့ကိုယူထားတာလား နီးနီးလေးနဲ့ဝေး 😒,negative
1374,သူ႔ ေလးကိုေတြ႔ရင္ေတာင္စာမပို႔ရဲေတာ့ဘူး,negative
1375,နီးတယ်ဒါပေ့မဲ့ကံပါမလားခဲ့ဘူး😢,negative
1376,သီချင်း လေးကနားထောင်လို့ကောင်းတယ်အစ်ကိုရေအားပေးနေပါတယ်,negative
1379,ကိုယ်သူ့အပေါ်ထားတဲ့ခံစားချက်တွေကို သူငယ်ချင်းမလေးသိရင်ကောင်းမယ်,negative
1380,ကျေးဇူးပါ။ 😔😌,positive
1381,အရမ်းလွမ်းနေပါပီ,negative
1382,ဒီသီချင်းကိုနားထောင်ပြီး သူ့ကိုသတိရတယ်,negative
